CustomerID,Name,Age,Annual_Income,Spending_Score,Purchase_Frequency,Membership_Tier,Signup_Date,Satisfaction_Score,Unrelated_Empty_Col,Extra_Null_Col
1290,Lucas Smith,31,"$46,862",91.55992006800453,21.308585265775243,Bronze,2020-06-11T16:14:24.864864864,3.0,,Active
1293,Mason Wilson,41,"$30,391",90.60584298443223,22.5361773095646,Bronze,2021-03-09T04:41:04.864864864,5.0,,Active
1214,Olivia Miller,18,"$92,798",72.14076360790824,12.348994611061793,Silver,2024-10-11T13:48:49.729729728,4.0,,Active
1967,Alex White,36,"$30,441",74.26498087540436,10.919550655361984,Bronze,2022-11-02T09:04:51.891891888,3.0,,Active
1060,Ethan Thomas,30,"$77,993",43.765301147377855,5.28542843511631,Bronze,2023-01-16T07:39:49.189189184,,,nan
1693,Ethan Taylor,18,"$116,914",83.96236378027166,19.11126591228112,Silver,2021-04-07T10:34:14.054054048,4.0,,Active
1322,Alex Johnson,32,"$54,703",95.52213775586554,28.013481722118428,Silver,2024-03-26T08:12:58.378378368,,,Active
1011,Mason Smith,18,"$152,889",42.894465947660414,6.476414377270747,Bronze,2022-08-30T09:42:20.540540528,3.0,,nan
1332,Liam Miller,34,"$28,553",,10.238473934673646,Bronze,2023-03-01T04:29:32.972972960,4.0,,nan
1335,Isabella White,49,"$58,986",63.94744388770886,8.3902221000908,Bronze,2022-05-23T16:50:27.027027024,4.0,,nan
1919,Liam Miller,64,"$64,204",80.71203236621024,17.351373122806276,Bronze,2021-08-06T01:50:59.459459456,3.0,,Active
1087,Mason Smith,35,"$27,067",82.07387027887052,20.318633270395225,Bronze,2021-08-11T13:27:12.432432432,3.0,,Active
1333,Ethan Miller,28,"$43,365",64.54985153007203,9.944249515247357,Bronze,2021-08-04T05:58:55.135135128,1.0,,Active
1744,Alex Thomas,51,"$53,681",72.129482108677,14.151556660012563,Bronze,2021-10-05T09:29:22.162162160,5.0,,Inactive
1451,Liam Smith,27,"$51,532",85.33522389393468,18.543540472113545,Silver,2021-11-16T10:27:01.621621616,4.0,,Active
1469,Lucas Smith,34,"$52,088",65.59705693519028,12.532246947833258,Bronze,2024-02-26T02:19:49.189189184,4.0,,Active
1306,Mason Anderson,20,"$47,335",59.19529797527356,11.224558908288959,Bronze,2023-04-30T12:07:55.675675664,2.0,,Active
1031,Sophia Wilson,27,"$35,746",69.0486830252956,13.53417865698778,Bronze,2023-03-30T10:22:42.162162160,2.0,,Active
1559,Ava Davis,39,"$34,146",21.294065115777133,4.7885782383501905,Bronze,2020-05-02T11:08:49.729729728,2.0,,Inactive
1406,Liam Thomas,48,"$25,303",84.94825387154941,20.055416077800118,Bronze,2020-10-19T10:51:31.891891888,4.0,,Inactive
1055,Olivia Brown,37,"$123,410",20.71265293186961,5.191139388412351,Bronze,2022-07-15T17:00:32.432432432,5.0,,nan
1024,Emma Taylor,45,"$109,515",45.24691359793636,8.83713185790523,Bronze,2022-09-28T15:35:29.729729728,4.0,,nan
1723,Isabella Johnson,29,"$77,157",64.4981174300126,10.369046989599001,Platinum,2021-09-06T03:36:12.972972968,4.0,,Active
1482,Mason Davis,36,"$111,735",92.19709281844982,24.698968088019363,Bronze,2024-12-12T17:19:16.756756736,2.0,,Inactive
1004,Liam Davis,30,"$66,071",78.762364623342,19.060655241165623,Bronze,2024-10-22T13:01:15.675675680,3.0,,Active
1232,Isabella Anderson,47,"$81,260",66.70683795707436,15.387228747243029,Bronze,2024-05-23T19:59:16.756756752,3.0,,Active
1356,Lucas Wilson,56,"$51,355",80.11490223299931,16.20834715684731,Bronze,2021-04-12T22:10:27.027027024,3.0,,Inactive
1674,Liam Davis,42,"$55,678",91.55111138355987,24.139343518569607,Platinum,2024-03-31T19:49:11.351351344,5.0,,nan
1757,Olivia White,28,"$181,152",70.83073709850308,14.232623887674265,Silver,2020-07-27T08:56:12.972972972,3.0,,nan
1844,Isabella Anderson,33,"$77,166",70.96068948597049,14.238445969448396,Silver,2021-09-13T11:04:30.270270264,3.0,,Active
1668,Olivia Thomas,47,"$129,084",88.48041051028022,22.23630103407362,Bronze,2022-07-12T01:16:23.783783776,3.0,,Inactive
1216,Sophia White,44,"$62,032",49.10647789199686,9.0737694172003,Bronze,2021-08-06T01:50:59.459459456,3.0,,Active
1635,Emma Miller,26,,43.262100755798315,9.648347601134457,Bronze,2024-09-03T04:35:18.918918912,2.0,,Inactive
1319,Emma Miller,38,"$30,258",47.637175739666134,9.927680426101974,Silver,2023-04-14T01:19:16.756756752,4.0,,Active
1987,Liam Taylor,18,"$154,602",49.81259030716611,9.653132119763221,Bronze,2022-07-19T08:44:41.081081072,3.0,,Inactive
1353,Emma Johnson,21,"$28,947",91.11092727177474,25.753203819556383,Bronze,2021-11-16T10:27:01.621621616,1.0,,Active
1716,Lucas Brown,52,"$113,080",86.59184794605636,20.550414756651648,Bronze,2024-09-10T12:03:36.216216192,5.0,,Active
1395,Ethan Johnson,99,"$75,473",,11.53274185954481,Platinum,2020-12-04T03:33:19.999999996,4.0,,nan
1199,Emma Wilson,39,"$46,536",71.83051393458739,12.817863426984976,Gold,2021-10-25T12:02:09.729729728,4.0,,Active
1595,Ethan Miller,43,,93.4630793846843,27.23063660011401,Silver,2020-05-09T18:37:07.027027026,2.0,,Active
1864,Mason Wilson,22,"$45,768",41.113797729550335,6.248788542585459,Bronze,2024-07-19T11:53:30.810810800,4.0,,Active
1925,Lucas Miller,18,,59.362284197715056,11.816460375079387,Bronze,2022-11-27T23:13:52.432432432,,,nan
1040,Alex Thomas,31,"$78,798",,10.666462436304151,Silver,2021-05-30T10:44:19.459459456,2.0,,Active
1791,Lucas Wilson,35,"$72,053",79.85211361707303,18.309482833570783,Gold,2021-01-15T04:30:59.459459456,2.0,,nan
1315,Olivia Johnson,45,"$70,286",64.55345212311258,11.883427544853816,Bronze,2024-12-31T00:00:00.000000000,2.0,,nan
1762,Olivia Brown,34,"$68,846",,11.389477848127118,Bronze,2023-11-24T21:04:08.648648640,,,Inactive
1581,Lucas Johnson,18,"$47,166",98.75475481617056,28.2691588275357,Bronze,2021-12-21T03:56:23.783783776,3.0,,Active
1067,Liam Wilson,54,"$82,519",60.397629037865485,11.703588009330847,Silver,2023-11-28T12:48:17.297297296,4.0,,nan
1718,Isabella Thomas,49,"$135,102",59.32573031285309,9.138460805895935,Bronze,2024-06-29T09:20:43.243243232,4.0,,Active
1068,Emma White,50,"$27,549",69.42489866205032,12.26828562698772,Bronze,2020-10-21T06:43:36.216216216,4.0,,nan
1295,Olivia Miller,29,"$50,877",69.2063673541059,10.785275993824076,Bronze,2022-09-01T05:34:24.864864864,3.0,,Active
1922,Emma Wilson,50,,74.3195083670529,13.277503750606504,Gold,2022-08-23T02:14:03.243243232,2.0,,nan
1465,Ava Davis,29,"$39,177",85.72394124175273,23.156705064986923,Bronze,2020-12-05T23:25:24.324324324,3.0,,nan
1108,Lucas Smith,47,"$146,682",79.5636283663822,16.462452512149735,Silver,2022-05-05T10:09:43.783783776,5.0,,nan
1630,Ava Smith,61,"$76,497",87.2500251160437,19.892247629272443,Platinum,2022-09-01T05:34:24.864864864,5.0,,Active
1577,Emma Brown,39,"$22,930",79.56525322482612,17.584665603471166,Gold,2022-03-26T05:04:08.648648640,4.0,,Active
1255,Sophia Thomas,39,"$13,993",93.57751450561076,27.499029119492743,Silver,2022-06-01T20:10:48.648648640,5.0,,Inactive
1724,Olivia Miller,39,"$46,313",,5.709527073921716,Bronze,2022-06-23T18:35:40.540540528,5.0,,nan
1930,Emma Johnson,64,"$76,208",97.29515031001495,29.452239046476723,Bronze,2023-11-15T17:43:47.027027024,4.0,,nan
1540,Alex Davis,18,"$102,358",79.3556828559588,13.901773936612068,Bronze,2022-10-27T21:28:38.918918912,5.0,,Active
1916,Alex Anderson,41,"$47,386",70.22904663738836,12.095232471024266,Gold,2020-05-04T07:00:54.054054054,4.0,,nan
1526,Alex Brown,50,"$72,989",77.36138386224867,14.568147158830877,Platinum,2023-06-29T19:46:18.378378368,4.0,,nan
1544,Emma Smith,19,"$30,912",71.19619707587093,12.811080303585584,Bronze,2021-03-23T19:37:39.459459456,,,nan
1755,Alex White,32,"$40,013",,7.3797890937760195,Bronze,2024-12-21T20:39:38.378378368,1.0,,nan
1101,Olivia Smith,36,"$58,219",,13.835504705858419,Bronze,2022-08-12T03:01:37.297297296,2.0,,nan
1089,Alex Johnson,32,"$106,577",88.1656445516522,21.6068936475583,Bronze,2024-11-06T03:57:50.270270272,4.0,,Active
1064,Sophia Miller,18,"$84,979",83.29281032515837,19.855135380953307,Bronze,2023-09-10T22:29:11.351351344,4.0,,Active
1849,Lucas Taylor,18,"$131,193",70.4893987926715,14.604598163772152,Bronze,2022-10-29T17:20:43.243243232,4.0,,nan
1894,Alex Smith,25,"$69,003",72.86803973476287,14.86972807666459,Silver,2021-02-13T10:24:08.648648648,,,Active
1140,Olivia Davis,43,"$131,562",73.9628625899296,14.417379804295336,Silver,2022-01-28T13:09:54.594594592,2.0,,nan
1604,Olivia Miller,32,"$23,912",73.77292250423022,13.342750836421365,Silver,2022-05-09T01:53:52.432432432,2.0,,nan
1621,Olivia Miller,35,"$59,531",78.9495436673423,18.155328009888557,Bronze,2021-03-12T20:25:13.513513512,4.0,,nan
1543,Ava Brown,18,"$13,922",73.84929692373807,15.424437213263904,Bronze,2020-05-02T11:08:49.729729728,3.0,,nan
1495,Sophia White,35,"$64,091",69.18913059082135,8.45324360843856,Bronze,2021-01-29T19:27:34.054054052,3.0,,Active
1590,Emma Thomas,37,"$126,040",71.5467512035735,13.694859384087113,Silver,2020-06-02T12:54:03.243243242,5.0,,Active
1110,Emma Anderson,25,"$57,280",78.6137480795751,14.178555371549141,Gold,2020-02-06T13:21:26.486486486,4.0,,Active
1963,Sophia White,26,"$93,468",56.67542209759958,10.102680775888922,Gold,2024-12-27T08:15:51.351351328,3.0,,Active
1248,Mason Smith,26,"$55,983",71.97903104793603,15.93038001459547,Bronze,2021-04-18T09:46:40.000000000,,,Inactive
1923,Lucas Smith,40,,58.250775049119895,8.908728879376584,Bronze,2024-03-15T09:00:32.432432416,3.0,,Active
1698,Lucas White,27,"$48,506",39.8462140608742,6.110707775982069,Bronze,2022-09-28T15:35:29.729729728,2.0,,Inactive
1487,Olivia Wilson,49,"$58,147",64.51465271449135,11.46636606258144,Bronze,2024-03-24T12:20:54.054054048,3.0,,Inactive
1137,Ava Davis,48,"$38,819",82.48269176497512,17.860884187828802,Platinum,2024-12-29T04:07:55.675675648,,,Active
1933,Ava Wilson,18,,82.1402756568368,17.470809128606092,Gold,2023-10-15T15:58:33.513513504,4.0,,Active
1689,Mason Miller,18,"$100,882",32.27481949036647,4.611547027194673,Silver,2023-07-14T10:42:52.972972960,4.0,,Active
1759,Emma Taylor,45,"$35,835",69.90298022235788,13.259748017632116,Bronze,2021-11-03T15:22:31.351351344,4.0,,nan
1159,Liam Anderson,44,"$65,620",79.27842164151419,15.476841992620065,Silver,2020-04-28T19:24:41.081081080,2.0,,Active
1494,Isabella Miller,33,"$82,663",54.4864226661389,10.759797825249652,Bronze,2020-03-03T03:30:27.027027027,4.0,,Active
1502,Sophia Taylor,55,"$111,451",80.71279184903489,16.833479864148522,Bronze,2022-05-16T09:22:09.729729728,4.0,,Active
1683,Sophia Johnson,32,"$95,129",,18.44204687379411,Bronze,2022-07-15T17:00:32.432432432,4.0,,Active
1974,Olivia Wilson,31,"$51,380",55.22763028297718,9.24012511609045,Silver,2020-04-16T00:20:10.810810810,4.0,,nan
1257,Ethan Taylor,46,"$27,179",74.2741118188658,17.032695160071487,Platinum,2021-11-09T02:58:44.324324320,2.0,,nan
1735,Isabella Taylor,50,"$61,290",60.210006105393056,10.646563310817145,Gold,2023-07-05T07:22:31.351351344,4.0,,nan
1858,Ava Miller,31,"$82,682",73.95737914397846,15.926597238894292,Bronze,2024-01-24T04:42:31.351351344,4.0,,nan
1960,Ava White,42,"$58,693",41.03366133270507,7.624551217388413,Silver,2021-03-20T03:53:30.810810808,4.0,,nan
1618,Liam Wilson,74,"$70,002",93.34731893410452,25.10613515442948,Bronze,2024-12-20T00:47:34.054054048,5.0,,nan
1984,Liam Taylor,19,"$23,935",52.34209667742753,9.85808134080525,Gold,2021-11-29T05:31:31.891891888,4.0,,nan
1902,Olivia Taylor,57,"$265,371",73.64015426141162,14.652437648258537,Bronze,2024-02-29T18:03:57.837837824,4.0,,Active
1211,Sophia Smith,45,"$132,793",86.81432628714644,21.452572702869695,Silver,2020-07-14T13:51:42.702702702,4.0,,nan
1169,Emma Thomas,46,"$169,032",86.24591906510663,20.416112847362346,Silver,2021-08-20T16:47:34.054054048,5.0,,nan
1940,Liam Wilson,46,"$72,303",92.286178473294,24.221118292884277,Bronze,2024-10-31T16:21:37.297297280,4.0,,nan
1441,Alex Wilson,45,,79.20115993179331,16.66088063563575,Platinum,2023-09-23T17:33:41.621621616,4.0,,Inactive
1006,Sophia Anderson,49,"$62,648",78.4569274050531,16.72403837008562,Gold,2024-12-05T09:50:59.459459456,4.0,,Active
1546,Emma Wilson,28,"$26,472",54.58178108893635,6.554582522156318,Silver,2023-04-01T06:14:46.486486480,2.0,,Active
1056,Alex Brown,18,"$77,990",78.60355529620368,18.100818554940176,Silver,2023-03-21T07:02:20.540540528,5.0,,Active
1121,Liam Brown,57,"$90,230",74.98447109528675,16.717433292845552,Silver,2024-10-17T01:25:02.702702688,2.0,,Inactive
1617,Ethan Anderson,53,"$70,297",67.41938271341759,13.142247292805095,Bronze,2024-10-18T21:17:07.027027008,5.0,,Active
1026,Liam Smith,34,"$48,156",88.87321539816803,20.894515846444705,Bronze,2024-01-09T13:45:56.756756752,5.0,,Inactive
1073,Alex Smith,30,"$83,599",86.25637086581234,19.65738313966229,Silver,2020-06-24T11:18:55.135135134,5.0,,Active
1533,Emma Miller,29,"$102,745",73.53701787578271,12.99727564150871,Bronze,2022-04-29T22:33:30.810810800,,,Active
1045,Ava Brown,46,"$24,548",58.94460102987066,8.607469031928352,Platinum,2020-07-23T17:12:04.324324324,2.0,,Active
1297,Liam Brown,46,"$60,601",70.52876231431449,13.593838022105773,Bronze,2023-08-20T00:04:19.459459456,,,Active
1200,Lucas Anderson,26,"$59,159",49.473579246240526,9.84631147669301,Bronze,2020-02-10T05:05:35.135135135,4.0,,nan
1754,Alex Wilson,51,"$42,530",70.86813175696373,12.96672618563808,Gold,2022-03-31T16:40:21.621621616,4.0,,nan
1794,Ava Anderson,34,,77.17779144417933,17.080252069743075,Bronze,2020-08-03T16:24:30.270270268,4.0,,Active
1486,Isabella Smith,47,"$37,243",,9.907041155072921,Bronze,2022-10-20T14:00:21.621621616,1.0,,nan
1210,Mason Davis,36,"$46,192",,14.837264387541513,Bronze,2023-04-26T20:23:47.027027024,2.0,,Active
1266,Ethan White,21,"$46,190",48.646540511760676,7.220749410359117,Gold,2023-06-17T00:41:48.108108096,5.0,,nan
1378,Mason Wilson,27,"$58,094",,5.892871904392939,Bronze,2024-09-21T11:16:02.162162144,4.0,,Active
1895,Liam White,37,"$61,169",85.38300330652959,18.916879279321197,Bronze,2023-03-04T20:13:41.621621616,4.0,,Inactive
1789,Sophia Taylor,47,"$54,678",70.69009283263624,10.890874787532521,Bronze,2020-11-26T20:05:02.702702700,1.0,,Active
1529,Sophia Wilson,26,"$128,088",66.87750164793349,12.275670450896417,Bronze,2024-09-12T07:55:40.540540544,1.0,,Active
1452,Mason Johnson,44,"$8,000",92.31726066499814,23.579837123383403,Bronze,2020-10-13T23:15:18.918918916,,,Active
1596,Olivia Johnson,48,"$22,386",36.06446028711062,5.858701177466605,Bronze,2021-02-09T18:39:59.999999996,3.0,,nan
1746,Emma Anderson,32,"$88,512",70.65736408690645,13.162295933026826,Silver,2023-12-20T11:13:09.189189184,3.0,,Inactive
1966,Ethan Anderson,34,"$70,745",78.91373382739803,16.143091268821482,Gold,2024-05-09T05:02:42.162162144,3.0,,nan
1527,Olivia Anderson,32,"$30,119",77.99145434017176,14.47088024563101,Bronze,2021-01-07T21:02:42.162162160,2.0,,nan
1307,Isabella Taylor,45,"$79,359",78.6468620646359,17.386738084326346,Silver,2024-03-11T17:16:23.783783776,1.0,,Active
1320,Ethan Anderson,38,"$126,433",68.28507604949951,13.540720110728357,Silver,2023-01-25T11:00:10.810810800,5.0,,Active
1061,Isabella White,57,"$47,579",,12.855149360388499,Bronze,2020-06-26T07:10:59.459459458,3.0,,Active
1483,Alex Taylor,32,"$60,702",87.75499020310592,23.3013710478029,Silver,2021-12-24T19:40:32.432432424,1.0,,nan
1855,Liam Brown,34,"$26,005",71.26008057856052,14.446753828034474,Silver,2020-09-29T08:18:44.324324324,5.0,,Active
1616,Sophia Smith,32,"$53,578",73.97120426432357,12.770677672658547,Gold,2020-01-26T14:09:00.540540540,1.0,,Active
1542,Liam Smith,30,"$131,782",69.78155245473269,16.18724628176991,Bronze,2022-07-28T12:05:02.702702704,3.0,,nan
1429,Ava Wilson,26,"$68,272",80.90805029752302,15.500159942875088,Silver,2022-07-30T07:57:07.027027024,2.0,,nan
1185,Mason Davis,39,"$64,588",70.16154330271546,16.165617136414,Silver,2022-06-20T02:51:31.891891888,3.0,,nan
1882,Sophia Thomas,36,"$25,446",66.88898400162778,14.137398506253376,Bronze,2020-05-29T21:09:54.594594594,4.0,,nan
1983,Emma Anderson,32,"$47,048",30.335781678415824,6.222710814198109,Silver,2024-07-08T12:41:04.864864848,4.0,,Active
1600,Alex Miller,27,"$46,222",65.447269691937,13.386828559462307,Bronze,2021-03-23T19:37:39.459459456,5.0,,nan
1907,Alex Davis,18,"$89,110",,4.36497441890723,Silver,2024-05-14T16:38:55.135135120,5.0,,Active
1779,Lucas Anderson,47,"$32,853",46.510672491998484,7.841011200240363,Bronze,2023-04-25T00:31:42.702702688,4.0,,Inactive
1262,Sophia Miller,51,"$15,221",76.52662201818693,17.441122256643325,Bronze,2021-07-04T04:13:41.621621616,3.0,,nan
1343,Isabella Johnson,24,"$50,374",81.66440508776527,16.836225397041403,Bronze,2022-04-24T10:57:17.837837840,2.0,,Inactive
1523,Isabella Wilson,54,"$57,390",73.732046355352,14.925355961969736,Silver,2020-07-05T10:31:21.081081080,2.0,,Active
1238,Emma Anderson,34,"$49,772",86.76329383065405,22.36411100317361,Silver,2020-12-22T10:14:03.243243240,5.0,,Active
1111,Alex Thomas,55,"$46,577",43.38047158576482,5.756462429656702,Gold,2021-05-15T19:47:44.864864864,2.0,,nan
1498,Ethan White,30,"$60,919",82.15259676320231,19.175507516104737,Bronze,2022-01-13T22:13:19.999999992,5.0,,nan
1517,Lucas Miller,39,"$71,482",,18.851137678713474,Bronze,2022-05-27T08:34:35.675675664,2.0,,Active
1362,Alex White,20,"$25,836",,20.585877027131076,Platinum,2020-10-19T10:51:31.891891888,5.0,,nan
1430,Liam Thomas,41,,68.74116992110277,11.483926386414087,Bronze,2022-06-14T15:15:18.918918912,2.0,,Active
1264,Ethan Miller,37,"$85,109",46.83503418542023,7.5057678112443265,Bronze,2023-06-02T09:45:13.513513504,4.0,,Active
1278,Olivia Taylor,33,"$89,170",79.42081130103122,16.701346890646242,Gold,2020-07-21T21:19:59.999999998,3.0,,Active
1261,Sophia Miller,35,"$26,910",78.58377862163206,18.006147670969145,Bronze,2023-09-18T05:57:28.648648640,4.0,,Active
1833,Ava Davis,38,"$27,342",83.11264874341526,19.938689797553625,Bronze,2021-04-12T22:10:27.027027024,4.0,,Active
1797,Emma Wilson,37,"$91,087",55.44375181079479,8.00541639835837,Bronze,2022-09-04T21:18:33.513513504,3.0,,Inactive
1645,Olivia Wilson,26,"$31,132",66.35241418076565,9.462042279642617,Silver,2023-10-02T20:54:03.243243232,3.0,,Active
1405,Sophia White,108,"$108,694",42.442399161368236,5.485551798214365,Silver,2022-05-09T01:53:52.432432432,3.0,,Inactive
1843,Alex Miller,44,"$79,120",69.69638006227997,13.55464132317082,Silver,2020-08-21T23:05:13.513513512,,,Active
1836,Olivia Johnson,44,"$28,682",95.26310208962032,26.914640872754504,Bronze,2024-10-22T13:01:15.675675680,4.0,,nan
1138,Liam Smith,31,"$32,112",60.48504739281228,10.29771451131742,Silver,2021-07-07T19:57:50.270270264,4.0,,nan
1535,Alex Taylor,38,"$33,398",70.00369188236398,10.72050919488795,Bronze,2023-01-09T00:11:31.891891888,5.0,,nan
1496,Ava Wilson,34,"$21,983",,19.279278453517655,Silver,2023-08-09T00:51:53.513513504,3.0,,Active
1245,Sophia Johnson,41,"$35,476",40.96354219249301,6.107340494997647,Bronze,2023-06-06T01:29:22.162162160,5.0,,nan
1771,Alex Anderson,28,"$29,208",85.21810940435977,18.38109102165042,Bronze,2024-01-24T04:42:31.351351344,3.0,,Active
1531,Alex Smith,41,"$86,034",72.43121392646717,14.879554372905828,Gold,2023-02-21T21:01:15.675675664,4.0,,nan
1573,Liam Taylor,46,"$72,627",73.28422551364,12.529503422057417,Platinum,2024-05-27T11:43:25.405405392,2.0,,nan
1828,Isabella Johnson,130,"$69,165",28.490358489764738,5.450828792360513,Bronze,2024-04-26T09:58:11.891891888,4.0,,nan
1412,Mason Wilson,39,"$35,714",,18.73180903185658,Silver,2020-07-10T22:07:34.054054052,4.0,,Inactive
1717,Lucas Johnson,30,"$39,063",65.07002448159147,11.613370138353018,Silver,2021-01-09T16:54:46.486486484,5.0,,Active
1437,Sophia Smith,40,"$20,841",86.00456277438907,21.35348448447016,Bronze,2023-09-14T14:13:19.999999984,3.0,,Active
